Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P0AEN8	P0AEN8		fucU		5.13228e+06	5.45398e+06	5.23149e+06	5.2446e+06	4.93921e+06	5.50028e+06
P0AEP3	P0AEP3		galU		7.31171e+07	7.26294e+07	7.22558e+07	7.34552e+07	7.25778e+07	7.14446e+07
P0AEQ3	P0AEQ3		glnH		1.49379e+07	1.44817e+07	1.48438e+07	1.49676e+07	1.52924e+07	1.50077e+07
P0AEQ6	P0AEQ6		glnP		2.04351e+06	2.16914e+06	2.03151e+06	2.35668e+06	1.9916e+06	2.54579e+06
P0AES0	P0AES0		gsp		2.04662e+06	2.123e+06	2.05134e+06	1.88412e+06	1.90572e+06	2.0837e+06
P0AES2	P0AES2		gudD		1.85164e+06	1.82689e+06	1.72481e+06	1.79261e+06	1.63425e+06	1.64681e+06
P0AES4	P0AES4		gyrA		1.38903e+07	1.42755e+07	1.39121e+07	1.41573e+07	1.37622e+07	1.3805e+07
P0AES6	P0AES6		gyrB		7.5811e+06	7.48281e+06	7.42318e+06	7.56291e+06	7.46604e+06	7.54756e+06
P0AET2	P0AET2		hdeB		1.27249e+07	1.46736e+07	1.30369e+07	1.37959e+07	1.26231e+07	1.35123e+07
P0AET8	P0AET8		hdhA		3.7677e+06	2.89033e+06	3.13911e+06	3.04252e+06	3.95374e+06	2.9174e+06
P0AEU0	P0AEU0		hisJ		3.3443e+06	3.12624e+06	3.40383e+06	3.27885e+06	3.44501e+06	3.03644e+06
P0AEU7	P0AEU7		skp		3.27339e+07	2.76233e+07	3.33327e+07	2.58586e+07	3.18069e+07	2.61381e+07
P0AEV1	P0AEV1		hnr		205748	211689	168238	243397	208037	227857
P0AEV4	P0AEV4		hycA		739348	572731	680143	762331	507616	670294
P0AEV9	P0AEV9		hycI		264354	295971	258450	203949	241407	522643
P0AEW6	P0AEW6		gsk		2.6443e+06	2.77753e+06	2.65724e+06	2.75165e+06	2.53592e+06	2.75149e+06
P0AEW9	P0AEW9		fruK		1.63764e+07	1.62033e+07	1.66732e+07	1.66594e+07	1.56939e+07	1.62786e+07
P0AEX5	P0AEX5		prkB		1.55344e+06	1.68715e+06	1.78275e+06	1.71073e+06	1.72721e+06	1.50177e+06
P0AEX9	P0AEX9		malE		6.39303e+06	6.9449e+06	6.03988e+06	6.64572e+06	5.90106e+06	7.22647e+06
P0AEY3	P0AEY3		mazG		2.07347e+06	1.99271e+06	2.12355e+06	1.91756e+06	2.12594e+06	2.07206e+06
P0AEY5	P0AEY5		mdaB		2.13579e+06	2.1132e+06	2.08612e+06	2.23017e+06	2.17877e+06	2.36133e+06
P0AEZ3	P0AEZ3		minD		1.56612e+07	1.49065e+07	1.58522e+07	1.46734e+07	1.619e+07	1.49369e+07
P0AEZ9	P0AEZ9		moaB		1.11226e+07	1.17714e+07	1.1292e+07	1.16909e+07	1.12831e+07	1.14169e+07
P0AF03	P0AF03		mog		1.3048e+07	1.39964e+07	1.3022e+07	1.4086e+07	1.30828e+07	1.40076e+07
P0AF06	P0AF06		motB		733320	596026	742525	753137	800945	644395
P0AF08	P0AF08		mrp		4.44889e+06	4.05879e+06	4.3391e+06	4.40857e+06	4.12537e+06	4.28783e+06
P0AF12	P0AF12		mtnN		1.87742e+07	1.76331e+07	1.84565e+07	1.78487e+07	1.88042e+07	1.85091e+07
P0AF18	P0AF18		nagA		3.30767e+06	3.07832e+06	3.31355e+06	3.11825e+06	3.23506e+06	3.13782e+06
P0AF20	P0AF20		nagC		1.0235e+06	1.02268e+06	976711	998259	1.0036e+06	1.06755e+06
P0AF24	P0AF24		nagD		1.90389e+06	1.79203e+06	1.84911e+06	1.87843e+06	1.73253e+06	1.71281e+06
P0AF26	P0AF26		narJ		823019	917455	846268	1.02925e+06	930882	792892
P0AF28	P0AF28		narL		7.51876e+06	7.51279e+06	7.48083e+06	7.60497e+06	7.49349e+06	7.33115e+06
P0AF36	P0AF36		zapB		6.95439e+06	5.85151e+06	6.99307e+06	5.39928e+06	6.8211e+06	6.18213e+06
P0AF48	P0AF48		yjbQ		725839	876122	1.04889e+06	978017	983595	921558
P0AF50	P0AF50		yjbR		7.51644e+06	6.91775e+06	8.23796e+06	6.27187e+06	7.60414e+06	7.33175e+06
P0AF52	P0AF52		yjcD			497021	477246	554543	311026	550331
P0AF59	P0AF59		yjdI		609469	567465	499545	513439	521682	488216
P0AF61	P0AF61		yjdK		2.13686e+06	1.14133e+06	1.76251e+06	1.53729e+06	1.4973e+06	1.65674e+06
P0AF63	P0AF63		nsrR		1.5458e+06	1.51469e+06	1.6312e+06	1.4772e+06	1.50648e+06	1.45116e+06
P0AF67	P0AF67		yjeE		3.62058e+06	3.61832e+06	3.70608e+06	3.50493e+06	3.56557e+06	3.49665e+06
P0AF70	P0AF70		yjeI		1.00462e+07	9.99354e+06	9.19466e+06	9.6092e+06	1.06405e+07	1.02536e+07
P0AF90	P0AF90		rraB		7.33864e+06	7.17656e+06	6.67515e+06	7.63923e+06	6.6903e+06	7.17844e+06
P0AF93	P0AF93		ridA		1.39665e+08	1.14813e+08	1.35533e+08	1.22118e+08	1.31694e+08	1.27928e+08
P0AF96	P0AF96		tabA		2.67712e+06	2.40729e+06	2.55378e+06	2.59448e+06	2.78609e+06	2.60727e+06
P0AF98	P0AF98		lptF		1.12269e+06	1.52985e+06	1.22727e+06	1.52582e+06	1.13656e+06	1.69033e+06
P0AFA7	P0AFA7		nhaB		444327	462778	469455	659674	314189	500689
P0AFB1	P0AFB1		nlpI		2.19489e+06	1.64736e+06	2.2867e+06	1.90803e+06	2.10327e+06	2.29918e+06
P0AFB5	P0AFB5		glnL		1.15881e+06	1.19089e+06	1.13032e+06	1.1397e+06	1.07926e+06	1.12788e+06
P0AFB8	P0AFB8		glnG		5.0038e+06	4.98775e+06	4.98844e+06	5.27214e+06	5.22935e+06	4.68872e+06
P0AFC0	P0AFC0		nudB		496312	387744	533446	462130	510437	432965
P0AFC3	P0AFC3		nuoA		2.38778e+06	2.17593e+06	2.15358e+06	2.07973e+06	2.20561e+06	2.59357e+06
P0AFC7	P0AFC7		nuoB		3.88236e+06	4.03752e+06	3.71658e+06	4.02502e+06	4.09462e+06	3.47757e+06
P0AFD1	P0AFD1		nuoE		2.29848e+06	2.45867e+06	2.4651e+06	2.4811e+06	2.38419e+06	2.44823e+06
P0AFD4	P0AFD4		nuoH		2.49373e+06	2.48162e+06	2.42078e+06	2.50659e+06	2.57162e+06	2.49266e+06
P0AFD6	P0AFD6		nuoI		8.07901e+06	8.09281e+06	8.38589e+06	7.58313e+06	7.84037e+06	7.70237e+06
P0AFF2	P0AFF2		nupC		541796	656993	461903	477459	429489	531040
P0AFF6	P0AFF6		nusA		2.29354e+07	2.24232e+07	2.24382e+07	2.24336e+07	2.23025e+07	2.24161e+07
P0AFG0	P0AFG0		nusG		1.53686e+07	1.37309e+07	1.65574e+07	1.38069e+07	1.42076e+07	1.473e+07
P0AFG3	P0AFG3		sucA		8.85391e+06	8.94355e+06	8.78416e+06	9.15176e+06	9.1369e+06	9.24746e+06
P0AFG6	P0AFG6		sucB		9.21722e+06	8.72981e+06	9.02053e+06	8.78973e+06	9.13376e+06	8.72266e+06
P0AFG8	P0AFG8		aceE		1.11028e+08	1.12514e+08	1.12301e+08	1.12094e+08	1.11293e+08	1.13137e+08
P0AFH0	P0AFH0		ogt		228357	407158				
P0AFH8	P0AFH8		osmY		2.4455e+07	2.39066e+07	2.40461e+07	2.34839e+07	2.32599e+07	2.40027e+07
P0AFI0	P0AFI0		oxc		3.05392e+06	4.03098e+06	3.18048e+06	4.3668e+06	2.72694e+06	4.20382e+06
P0AFI2	P0AFI2		parC		3.52291e+06	3.61282e+06	3.50562e+06	3.55564e+06	3.39516e+06	3.50551e+06
P0AFI5	P0AFI5		pbpG		1.92561e+06	1.58552e+06	1.68772e+06	1.62741e+06	1.77638e+06	1.48717e+06
P0AFI7	P0AFI7		pdxH		7.42942e+06	7.65075e+06	7.51282e+06	7.97308e+06	7.24425e+06	7.76587e+06
P0AFJ1	P0AFJ1		phnA		1.84057e+06	1.59961e+06	1.89456e+06	1.49763e+06	1.9059e+06	1.51417e+06
P0AFJ7	P0AFJ7		pitA		1.84848e+06	1.53386e+06	1.89054e+06	1.64198e+06	1.90811e+06	1.44974e+06
P0AFK0	P0AFK0		pmbA		5.28734e+06	5.10589e+06	5.18205e+06	5.11963e+06	5.33642e+06	4.84326e+06
P0AFK9	P0AFK9		potD		4.64226e+06	5.29647e+06	4.58858e+06	5.33244e+06	4.69133e+06	4.89922e+06
P0AFL3	P0AFL3		ppiA		6.29837e+06	5.73027e+06	6.03422e+06	5.70555e+06	5.94098e+06	6.07958e+06
P0AFL6	P0AFL6		ppx		1.65376e+06	1.62143e+06	1.74647e+06	1.67026e+06	1.56927e+06	1.68658e+06
P0AFM2	P0AFM2		proX		1.74517e+06	1.39013e+06	1.74978e+06	1.25456e+06	1.5905e+06	1.48332e+06
P0AFM6	P0AFM6		pspA		3.74086e+06	3.67112e+06	4.0865e+06	3.82028e+06	3.73045e+06	3.48486e+06
P0AFM9	P0AFM9		pspB		957342	1.036e+06	1.08831e+06	1.09524e+06	1.2292e+06	1.08437e+06
P0AFP4	P0AFP4		ybbO		1.03662e+06	836130	1.03729e+06	829035	1.03796e+06	860708
P0AFP6	P0AFP6		ybgI		7.45971e+06	7.29778e+06	7.7926e+06	7.05043e+06	7.90746e+06	6.9943e+06
P0AFQ7	P0AFQ7		ycfH		5.09314e+06	5.08109e+06	5.11798e+06	4.99623e+06	4.94223e+06	5.15723e+06
P0AFR0	P0AFR0		rssA		2.19346e+06	2.03304e+06	2.1198e+06	1.92667e+06	2.03254e+06	2.39372e+06
P0AFR4	P0AFR4		yciO		5.49544e+06	4.87712e+06	5.40225e+06	4.86442e+06	5.55922e+06	5.1333e+06
P0AFT5	P0AFT5		yehT		838374	1.00347e+06	874625	718080	752408	632442
P0AFU4	P0AFU4		glrR		646547	735720	730937	702152	873579	707977
P0AFU8	P0AFU8		ribC		9.26e+06	9.0684e+06	9.0789e+06	9.24318e+06	8.60266e+06	9.04806e+06
P0AFW8	P0AFW8		rof		3.7305e+06	3.23939e+06	3.89351e+06	3.39591e+06	4.04866e+06	3.41927e+06
P0AFX0	P0AFX0		hpf		344004	327551	380202	293027	287980	310493
P0AFX4	P0AFX4		rsd		272479	323179	312331	368239	288178	459522
P0AFX7	P0AFX7		rseA		1.31168e+06	1.60333e+06	1.32622e+06	1.68072e+06	1.42898e+06	1.57265e+06
P0AFX9	P0AFX9		rseB		2.90817e+06	2.96794e+06	2.87763e+06	2.79794e+06	3.02263e+06	2.56043e+06
P0AFY8	P0AFY8		seqA		1.03705e+07	9.67581e+06	1.02855e+07	9.93518e+06	1.02614e+07	9.7441e+06
P0AFZ1	P0AFZ1		sseB		2.32868e+06	2.43763e+06	2.39065e+06	2.43366e+06	2.31076e+06	2.21993e+06
P0AFZ3	P0AFZ3		sspB		9.96909e+06	9.91314e+06	1.02694e+07	1.00153e+07	9.20796e+06	9.95459e+06
P0AG00	P0AG00		wzzE		3.22485e+06	2.81394e+06	3.26613e+06	3.33527e+06	3.16026e+06	2.89333e+06
P0AG07	P0AG07		rpe		1.19367e+07	1.2199e+07	1.23761e+07	1.25728e+07	1.16078e+07	1.2533e+07
P0AG14	P0AG14		sohB		1.79963e+06	1.61289e+06	1.85024e+06	1.63468e+06	1.8324e+06	1.63438e+06
P0AG16	P0AG16		purF		1.13725e+06	933796	1.08834e+06	987441	1.00583e+06	1.0534e+06
P0AG18	P0AG18		purE		1.1673e+06	1.24094e+06	1.56217e+06	1.3347e+06	1.29076e+06	1.24434e+06
P0AG20	P0AG20		relA		2.77109e+06	2.41414e+06	2.65963e+06	2.5414e+06	2.75036e+06	2.45622e+06
P0AG24	P0AG24		spoT		1.00345e+06	950301	1.09704e+06	929367	962929	956951
P0AG27	P0AG27		yibN		1.93057e+07	1.83048e+07	1.86465e+07	1.8542e+07	1.85281e+07	1.8472e+07
P0AG30	P0AG30		rho		2.32584e+07	2.1868e+07	2.31121e+07	2.27267e+07	2.40242e+07	2.18652e+07
P0AG40	P0AG40		ribF		2.25163e+06	2.22747e+06	2.24122e+06	2.31348e+06	2.46336e+06	2.19487e+06
P0AG44	P0AG44		rplQ		1.68369e+08	1.71598e+08	1.66375e+08	1.72264e+08	1.5822e+08	1.76663e+08
P0AG48	P0AG48		rplU		7.63905e+07	7.36612e+07	7.8401e+07	6.96888e+07	7.61122e+07	7.07792e+07
P0AG51	P0AG51		rpmD		9.77076e+07	9.50693e+07	9.16494e+07	9.87885e+07	9.49404e+07	8.94405e+07
P0AG55	P0AG55		rplF		1.02809e+08	1.02835e+08	1.05119e+08	1.03991e+08	1.03577e+08	1.0096e+08
P0AG59	P0AG59		rpsN		2.31161e+07	2.47826e+07	2.33993e+07	2.52528e+07	2.30509e+07	2.50274e+07
P0AG63	P0AG63		rpsQ		2.64297e+08	2.21116e+08	2.60502e+08	2.27264e+08	2.57524e+08	2.33603e+08
P0AG67	P0AG67		rpsA		3.3049e+08	3.12815e+08	3.31847e+08	3.14769e+08	3.28136e+08	3.17322e+08
P0AG71	P0AG71		rmuC		600818		595195	518061	544732	614879
P0AG78	P0AG78		sbp		735803	621300	717120	656926	762656	756868
P0AG80	P0AG80		ugpB		544877	665473	608998	862769	305332	714701
P0AG82	P0AG82		pstS		2.15441e+06	2.02688e+06	2.25771e+06	2.05678e+06	2.11326e+06	2.14734e+06
P0AG84	P0AG84		yghA		795654	706531	764317	624092	810968	579670
P0AG86	P0AG86		secB		1.83466e+07	1.75948e+07	1.80498e+07	1.70831e+07	1.89024e+07	1.78603e+07
P0AG90	P0AG90		secD		6.78288e+06	6.53382e+06	6.65191e+06	6.53608e+06	6.61844e+06	6.39034e+06
P0AG93	P0AG93		secF		1.25437e+06	1.10944e+06	1.23229e+06	1.30214e+06	1.16451e+06	1.24346e+06
P0AG96	P0AG96		secE		1.42572e+06	1.35098e+06	1.29964e+06	1.30829e+06	1.40824e+06	1.29563e+06
P0AG99	P0AG99		secG		4.93132e+06	5.84979e+06	4.88056e+06	5.61075e+06	4.93346e+06	5.52068e+06
P0AGA2	P0AGA2		secY		3.71003e+06	3.72346e+06	3.92578e+06	3.62789e+06	3.95318e+06	3.8233e+06
P0AGB0	P0AGB0		serB		2.2827e+06	2.38831e+06	2.30013e+06	2.39522e+06	2.26687e+06	2.40936e+06
P0AGB6	P0AGB6		rpoE		3.35585e+06	3.60063e+06	3.38786e+06	3.57148e+06	3.23434e+06	3.53651e+06
P0AGC3	P0AGC3		slt		1.29553e+06	1.23291e+06	1.36079e+06	1.24267e+06	1.40667e+06	1.33797e+06
P0AGD1	P0AGD1		sodC		349476	318629	501169	439848	388399	245805
P0AGD3	P0AGD3		sodB		5.28596e+07	5.81214e+07	5.45065e+07	5.95045e+07	5.14991e+07	5.81962e+07
P0AGD7	P0AGD7		ffh		4.67269e+06	4.49203e+06	4.71551e+06	4.5403e+06	4.85316e+06	4.52216e+06
P0AGE0	P0AGE0		ssb		3.11051e+07	3.00628e+07	3.10206e+07	3.14965e+07	3.13844e+07	3.06422e+07
P0AGE6	P0AGE6		yieF		9.43692e+06	1.14157e+07	9.97302e+06	1.158e+07	9.53814e+06	1.1298e+07
P0AGE9	P0AGE9		sucD		7.02739e+06	6.6895e+06	7.16408e+06	6.89027e+06	7.20595e+06	6.82035e+06
P0AGF2	P0AGF2		ygdK		1.47632e+06	1.45803e+06	1.61907e+06	1.57329e+06	1.83112e+06	1.56928e+06
P0AGF6	P0AGF6		tdcB		826385	750890	782090	834321	681931	759628
P0AGG0	P0AGG0		thiL		2.75326e+06	3.20809e+06	3.2319e+06	3.24842e+06	3.4912e+06	3.25201e+06
P0AGG2	P0AGG2		tesB		911191	1.04969e+06	968244	958996	882052	1.10129e+06
P0AGG4	P0AGG4		trxC		5.14601e+06	3.72742e+06	4.168e+06	3.89081e+06	5.03524e+06	3.3429e+06
P0AGG8	P0AGG8		tldD		2.96759e+06	2.81601e+06	3.07934e+06	2.80716e+06	3.02365e+06	2.88849e+06
P0AGI8	P0AGI8		trkA		1.53158e+06	1.60698e+06	1.23034e+06	1.89911e+06	1.90127e+06	1.6995e+06
P0AGJ2	P0AGJ2		trmH		1.15413e+06	1.1116e+06	1.08599e+06	1.09986e+06	1.16914e+06	1.08079e+06
P0AGJ5	P0AGJ5		yfiF		1.22176e+07	1.23135e+07	1.22784e+07	1.21166e+07	1.23699e+07	1.23366e+07
P0AGJ7	P0AGJ7		trmL		2.16865e+06	2.00134e+06	2.13064e+06	2.10975e+06	2.09283e+06	2.13316e+06
P0AGJ9	P0AGJ9		tyrS		1.12712e+07	1.12141e+07	1.14621e+07	1.14461e+07	1.12733e+07	1.12781e+07
P0AGK4	P0AGK4		yhbY		1.36458e+07	1.41863e+07	1.35924e+07	1.46818e+07	1.38405e+07	1.42759e+07
P0AGK8	P0AGK8		iscR		2.63599e+06	2.27149e+06	2.65352e+06	2.72062e+06	2.55728e+06	2.54647e+06
P0AGL2	P0AGL2		tdcF		1.62947e+06	1.48207e+06	1.74435e+06	1.56051e+06	1.72694e+06	1.90884e+06
P0AGL7	P0AGL7		rsmE		4.14326e+06	4.29377e+06	4.20006e+06	4.35194e+06	4.23075e+06	4.55145e+06
P0AGM5	P0AGM5		sirB1		272792	350448	524956	469021	251161	495414
P0C018	P0C018		rplR		5.04183e+07	5.19188e+07	5.4147e+07	5.24344e+07	5.25807e+07	5.36025e+07
P0C037	P0C037		yaiE		1.20276e+07	1.29144e+07	1.22329e+07	9.15391e+06	1.0506e+07	1.266e+07
P0C054	P0C054		ibpA		4.47225e+06	4.1614e+06	4.44091e+06	4.22513e+06	4.45147e+06	4.13e+06
P0C093	P0C093		slmA		3.22031e+06	3.31937e+06	3.30669e+06	3.25013e+06	3.14147e+06	3.52906e+06
P0C0K3	P0C0K3		rdoA		2.06004e+06	2.18081e+06	2.28951e+06	2.1343e+06	1.88367e+06	2.10284e+06
P0C0L2	P0C0L2		osmC		5.49895e+06	5.27998e+06	5.79095e+06	5.74093e+06	5.64667e+06	5.79463e+06
P0C0L7	P0C0L7		proP		2.35737e+06	2.51283e+06	2.30098e+06	2.53078e+06	2.26792e+06	2.58968e+06
P0C0L9	P0C0L9		iscX		1.83304e+06	1.87791e+06	1.94597e+06	1.94516e+06	1.96636e+06	1.94936e+06
P0C0R7	P0C0R7		rlmE		2.92739e+06	2.91062e+06	2.90458e+06	2.89117e+06	3.09356e+06	3.06997e+06
P0C0S1	P0C0S1		mscS		8.4546e+06	8.22563e+06	8.24481e+06	8.69628e+06	8.2188e+06	8.44045e+06
P0C0T5	P0C0T5		mepA		393771	498958	474156	476272	448334	528358
P0C0V0	P0C0V0		degP		1.46736e+07	1.34357e+07	1.46629e+07	1.31857e+07	1.44646e+07	1.33064e+07
P0C960	P0C960		emtA			64967.9		24087.3		46805.7
P0CB39	P0CB39		eptC		2.11221e+06	1.72815e+06	2.13271e+06	1.8252e+06	1.99153e+06	1.83589e+06
P0CE47	P0CE47		tufA		1.52777e+09	1.53007e+09	1.57587e+09	1.51321e+09	1.55459e+09	1.51541e+09
P0CG19	P0CG19		rph		7.19052e+06	6.54372e+06	7.05107e+06	6.11509e+06	7.0206e+06	5.95495e+06
P0CK95	P0CK95		yghJ		5.18137e+06	5.29986e+06	5.25541e+06	5.25102e+06	5.09198e+06	5.12411e+06
P10100	P10100		rlpA		3.46046e+06	3.31925e+06	3.4379e+06	3.49241e+06	3.58899e+06	3.32085e+06
P10121	P10121		ftsY		6.6195e+06	6.23031e+06	6.47686e+06	6.21853e+06	6.80193e+06	6.06776e+06
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)					4.2693e+06		4.17592e+06		4.17588e+06
P10346	P10346		glnQ		2.36639e+06	2.65434e+06	2.52721e+06	2.08466e+06	2.349e+06	2.23369e+06
P10371	P10371		hisA		3.10682e+06	2.52402e+06	2.9864e+06	2.37839e+06	3.17835e+06	2.68957e+06
P10378	P10378		entE		283381	380733	333878	367025	310364	285718
P10384	P10384		fadL		1.26566e+07	1.2e+07	1.28087e+07	1.18398e+07	1.2729e+07	1.23424e+07
P10408	P10408		secA		6.73783e+06	6.6444e+06	6.83345e+06	6.42493e+06	6.88323e+06	6.69148e+06
P10441	P10441		lpxB		1.08451e+06	1.14404e+06	964766	1.1298e+06	1.14387e+06	1.11076e+06
P10442	P10442		rnhB			883622	1.13555e+06	985287		966942
P10443	P10443		dnaE		539271	512827	597092	639583	468970	530179
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)				1.12847e+06	1.57675e+06	823205	1.8127e+06	1.02878e+06	1.61237e+06
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				3.01714e+06	4.97202e+06	2.18681e+06	5.08794e+06	3.06747e+06	4.68642e+06
P10903	P10903		narK		2.22689e+06	2.06794e+06	2.42333e+06	2.36102e+06	2.12475e+06	2.12309e+06
P10908	P10908		ugpQ		411982	333129	489012	389519	376927	363990
P11289	P11289		yfiL		605813	655360	666851	601984	364163	587368
P11349	P11349		narH		2.97136e+06	2.97514e+06	2.87611e+06	3.01135e+06	3.1325e+06	3.11741e+06
P11446	P11446		argC		365224		241110	352905	294689	383300
P11447	P11447		argH		1.56014e+06	1.57925e+06	1.63519e+06	1.48787e+06	1.51317e+06	1.43348e+06
P11557	P11557		damX		8.11367e+06	7.32706e+06	8.64002e+06	7.27852e+06	8.25682e+06	7.3424e+06
P11868	P11868		tdcD		527192	505090	460735	457154	488122	319954
P11875	P11875		argS		1.29425e+07	1.32506e+07	1.28422e+07	1.34335e+07	1.26741e+07	1.32886e+07
P11880	P11880		murF		4.99483e+06	4.69616e+06	4.68114e+06	4.41287e+06	5.01829e+06	4.69303e+06
P12008	P12008		aroC		3.50818e+06	3.57497e+06	3.7406e+06	3.38352e+06	3.60373e+06	3.7244e+06
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				5.25519e+06	1.15905e+07	5.28644e+06	1.21114e+07	5.46438e+06	1.19083e+07
P12281	P12281		moeA		6.62573e+06	6.28326e+06	6.5567e+06	5.85947e+06	6.33394e+06	5.64305e+06
P12282	P12282		moeB		5.85975e+06	6.65364e+06	6.50051e+06	6.63342e+06	5.34316e+06	7.12448e+06
P12295	P12295		ung		1.47774e+06	1.64098e+06	1.53038e+06	1.47941e+06	1.46871e+06	1.40651e+06
P12758	P12758		udp		2.70073e+07	2.76319e+07	2.69502e+07	2.64121e+07	2.69094e+07	2.74072e+07
P12994	P12994		ybhB		1.25414e+06	950482	903440	928614	840874	941771
P13001	P13001		bioH		1.07453e+06	1.0944e+06	1.00879e+06	1.13086e+06	1.14e+06	1.02632e+06
P13009	P13009		metH		3.067e+06	2.98474e+06	3.00834e+06	3.20256e+06	3.18361e+06	2.85663e+06
P13016	P13016		ampD		1.67806e+06	1.60925e+06	1.60212e+06	1.49712e+06	1.63786e+06	1.53228e+06
P13024	P13024		fdhE		3.6726e+06	3.87383e+06	3.72952e+06	3.85544e+06	3.64057e+06	3.76731e+06
P13029	P13029		katG		4.04961e+07	4.13531e+07	4.04486e+07	4.09276e+07	3.97478e+07	4.01424e+07
P13033	P13033		glpB		874336	696505	936734	830206	729397	745294
P13035	P13035		glpD		4.34048e+06	4.17513e+06	4.20567e+06	4.24924e+06	4.03288e+06	4.00376e+06
P13445	P13445		rpoS		4.73107e+06	4.80199e+06	4.85465e+06	4.84633e+06	4.51625e+06	4.8394e+06
P13458	P13458		sbcC		557531	572458	525633	575871	555179	583179
P13482	P13482		treA		409426	450237	405114	603967	394650	
P13656	P13656		chiA		167883	144310	201638	162401	155272	239668
P13979	P13979		traT		3.27169e+06	3.10229e+06	2.98326e+06	3.18122e+06	3.10335e+06	3.16842e+06
P14081	P14081		selB		2.82693e+06	3.05232e+06	3.05305e+06	3.00849e+06	2.90365e+06	3.2777e+06
P14175	P14175		proV		986288	996529	1.14676e+06	1.12193e+06	1.08617e+06	1.0831e+06
P14294	P14294		topB		272198	458632	330087	455493	328770	319098
P14407	P14407		fumB		1.50016e+07	1.41368e+07	1.48069e+07	1.4633e+07	1.50027e+07	1.48119e+07
P14900	P14900		murD		4.4253e+06	4.7746e+06	4.5454e+06	4.51819e+06	4.19166e+06	4.52635e+06
P15005	P15005		mcrB		784303	738821	812456	799638	835203	656580
P15034	P15034		pepP		3.63732e+06	3.69822e+06	3.72447e+06	3.56987e+06	3.29308e+06	3.54918e+06
P15038	P15038		helD		318914	346121	237622	305682		326180
P15042	P15042		ligA		8.55331e+06	7.97789e+06	8.72821e+06	8.09251e+06	8.85268e+06	8.55118e+06
P15047	P15047		entA		582498	395107	602222	575587	569129	523316
P15067	P15067		glgX		1.54455e+06	1.61696e+06	1.53128e+06	1.54242e+06	1.68049e+06	1.49723e+06
P15070	P15070		fliN		4.0893e+06	4.05708e+06	4.10697e+06	4.57213e+06	4.17379e+06	4.2298e+06
P15082	P15082		srlR		856143	694186	905429	768676	762891	692136
P15254	P15254		purL		3.12959e+06	3.14871e+06	3.06578e+06	3.17156e+06	3.12521e+06	3.31733e+06
P15288	P15288		pepD		2.01839e+07	1.91556e+07	1.99505e+07	1.94097e+07	1.95665e+07	1.9323e+07
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)					1.07373e+07	173483	1.10688e+07		1.07277e+07
P15639	P15639		purH		4.85276e+06	5.00317e+06	4.79112e+06	5.14355e+06	4.75614e+06	4.95416e+06
P15640	P15640		purD		2.90667e+06	2.3535e+06	2.90488e+06	2.61053e+06	2.84221e+06	2.66551e+06
P15770	P15770		aroE		3.47512e+06	3.11734e+06	3.41564e+06	3.09756e+06	3.37252e+06	3.18336e+06
P15877	P15877		gcd		129022	131873	129528	164436	65728	125375
P15977	P15977		malQ		3.02732e+06	3.31588e+06	3.4092e+06	3.34656e+06	3.5423e+06	3.15034e+06
